minute,detection_level,merchant,provider,payment_method,country,issuing_bank,weekday,hour,attempts,approvals,declines,approval_rate,dominant_decline_code,injected_incident_id,injected_records,injected_share,incident_ids,window_minutes,window_usable,window_strategy,detected,detection_status,expected_approval_rate,approval_rate_drop,z_score,severity,baseline_level,historical_attempts,reason,p_value,bh_rank,bh_threshold,passes_fdr,segment_key,consecutive_significant_windows,validated_anomaly
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,145,130,15,0.896551724137931,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.908203125,0.0116514008620689,0.4859109667133698,,L1_PROVIDER_COUNTRY,512.0,Observed drop is within normal variation.,1.0,30,0.013636363636363636,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=BR,0,False
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,136,126,10,0.9264705882352942,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.908203125,-0.0182674632352941,-0.7378061172748579,,L1_PROVIDER_COUNTRY,512.0,Observed drop is within normal variation.,1.0,30,0.013636363636363636,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=BR,0,False
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,140,128,12,0.9142857142857144,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0083028083028082,-0.3366089160467461,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,150,134,16,0.8933333333333333,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,0.0126495726495726,0.5308331908432804,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,81,0.03681818181818182,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,116,101,15,0.8706896551724138,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,0.0352932508104921,1.302438554393058,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,116,109,7,0.9396551724137931,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0336722664308871,-1.2426188295566358,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,46,0.02090909090909091,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,150,139,11,0.9266666666666666,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0206837606837606,-0.8679840012437396,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,84,0.038181818181818185,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,139,127,12,0.9136690647482014,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0076861587652954,-0.310494089654702,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,83,0.03772727272727273,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,140,128,12,0.9142857142857144,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0083028083028082,-0.3366089160467461,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,84,0.038181818181818185,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,136,124,12,0.9117647058823528,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0057817998994469,-0.2310303829299226,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,85,0.038636363636363635,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,151,143,8,0.9470198675496688,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,-0.0410369615667628,-1.7278270058103102,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,82,0.03727272727272728,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,148,129,19,0.8716216216216216,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,0.0343612843612843,1.4323093692845552,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,132,119,13,0.9015151515151516,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,0.0044677544677544,0.1758785392379603,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,114,103,11,0.9035087719298246,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.905982905982906,0.0024741340530813,0.0905132666514712,,L1_PROVIDER_COUNTRY,468.0,Observed drop is within normal variation.,1.0,81,0.03681818181818182,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=CO,0,False
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,137,124,13,0.9051094890510948,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,0.0063078337835507,0.259840883520291,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,134,119,15,0.8880597014925373,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,0.0233576213421082,0.9515858439741576,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,122,110,12,0.9016393442622952,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,0.0097779785723505,0.380098325572472,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,145,138,7,0.9517241379310344,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,-0.0403068150963888,-1.7081635253575913,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,47,0.021363636363636362,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,147,125,22,0.8503401360544217,INSUFFICIENT_FUNDS,INC-002,4,0.0272108843537414,INC-002,1,True,fast_1m,True,confirmed_anomaly,0.9114173228346456,0.0610771867802238,2.60618146911181,medium,L1_PROVIDER_COUNTRY,508.0,Approval rate is meaningfully below the historical baseline.,0.004577896963818205,24,0.01090909090909091,True,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,1,False
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,137,127,10,0.927007299270073,INSUFFICIENT_FUNDS,INC-002,3,0.0218978102189781,INC-002,1,True,fast_1m,False,normal,0.9114173228346456,-0.0155899764354273,-0.6422035503861495,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,82,0.03727272727272728,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,138,122,16,0.8840579710144928,INVALID_CARD,INC-002,4,0.0289855072463768,INC-002,1,True,fast_1m,False,normal,0.9114173228346456,0.0273593518201528,1.1311294433474994,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,83,0.03772727272727273,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,117,100,17,0.8547008547008547,INSUFFICIENT_FUNDS,INC-002,3,0.0256410256410256,INC-002,1,True,fast_1m,True,confirmed_anomaly,0.9114173228346456,0.0567164681337909,2.159081664368415,medium,L1_PROVIDER_COUNTRY,508.0,Approval rate is meaningfully below the historical baseline.,0.015421915941927686,32,0.014545454545454545,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,134,112,22,0.835820895522388,INVALID_CARD,INC-002,5,0.0373134328358208,INC-002,1,True,fast_1m,True,confirmed_anomaly,0.9114173228346456,0.0755964273122575,3.0797866371641693,medium,L1_PROVIDER_COUNTRY,508.0,Approval rate is meaningfully below the historical baseline.,0.0010357446708401615,13,0.005909090909090909,True,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,1,False
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,110,102,8,0.9272727272727272,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,-0.0158554044380816,-0.5852489280522329,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,132,122,10,0.9242424242424242,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,-0.0128251014077785,-0.5185787699378029,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,140,130,10,0.9285714285714286,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.9114173228346456,-0.017154105736783,-0.7143302807585412,,L1_PROVIDER_COUNTRY,508.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Adyen|country=MX,0,False
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,149,137,12,0.9194630872483222,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.0099049424914547,0.4719006415248493,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,126,119,7,0.9444444444444444,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.0150764147046674,-0.6605243354039407,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,142,133,9,0.9366197183098592,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.0072516885700821,-0.3372786043185357,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,141,129,12,0.9148936170212766,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.0144744127185003,0.6708354170546724,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,53,0.024090909090909093,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,119,112,7,0.9411764705882352,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.0118084408484583,-0.5027724990077654,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,83,0.03772727272727273,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,153,143,10,0.934640522875817,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.00527249313604,-0.2545465490798003,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,81,0.03681818181818182,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,132,125,7,0.946969696969697,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.01760166722992,-0.7893075316917548,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,82,0.03727272727272728,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,127,116,11,0.9133858267716536,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.0159822029681233,0.7029816316744052,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,84,0.038181818181818185,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,116,106,10,0.913793103448276,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.015574926291501,0.6547273299534843,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,81,0.03681818181818182,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,120,109,11,0.9083333333333332,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.0210346964064436,0.8993574704471646,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,124,110,14,0.8870967741935484,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,0.0422712555462285,1.8372212723010763,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,132,124,8,0.9393939393939394,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.929368029739777,-0.0100259096541625,-0.4495895700516248,,L1_PROVIDER_COUNTRY,538.0,Observed drop is within normal variation.,1.0,79,0.03590909090909091,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=BR,0,False
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,128,114,14,0.890625,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0072597992351816,-0.2558853245889721,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,77,0.034999999999999996,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,123,113,10,0.91869918699187,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0353339862270515,-1.2208462533145052,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,138,122,16,0.8840579710144928,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0006927702496744,-0.0253538873191544,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,77,0.034999999999999996,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,130,116,14,0.8923076923076924,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0089424915428739,-0.3176479068142456,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,57,0.02590909090909091,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,144,130,14,0.9027777777777778,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0194125770129593,-0.7257385978107054,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,82,0.03727272727272728,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,122,110,12,0.9016393442622952,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0182741434974766,-0.6288292428877781,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,121,114,7,0.9421487603305784,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.05878355956576,-2.014486444861951,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,81,0.03681818181818182,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,152,136,16,0.8947368421052632,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0113716413404447,-0.436777975742112,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,83,0.03772727272727273,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,133,120,13,0.9022556390977444,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0188904383329259,-0.6787090488814004,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,80,0.03636363636363637,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,143,129,14,0.902097902097902,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0187327013330836,-0.6978855581826849,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,77,0.034999999999999996,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,131,116,15,0.8854961832061069,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0021309824412885,-0.0759856009735773,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,77,0.034999999999999996,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,144,129,15,0.8958333333333334,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m,False,normal,0.8833652007648184,-0.0124681325685149,-0.4661207546814317,,L1_PROVIDER_COUNTRY,523.0,Observed drop is within normal variation.,1.0,78,0.035454545454545454,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=CO,0,False
2026-08-31 10:00:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,114,97,17,0.8508771929824561,INVALID_CARD,,0,0.0,,1,True,fast_1m,False,normal,0.87374749498998,0.0228703020075238,0.7352099086406892,,L1_PROVIDER_COUNTRY,499.0,Observed drop is within normal variation.,1.0,76,0.034545454545454546,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=MX,0,False
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,143,133,10,0.93006993006993,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.87374749498998,-0.0563224350799501,-2.027852993012644,,L1_PROVIDER_COUNTRY,499.0,Observed drop is within normal variation.,1.0,77,0.034999999999999996,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=MX,0,False
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,147,134,13,0.91156462585034,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.87374749498998,-0.0378171308603602,-1.3804931944652228,,L1_PROVIDER_COUNTRY,499.0,Observed drop is within normal variation.,1.0,76,0.034545454545454546,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=MX,0,False
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,136,117,19,0.8602941176470589,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m,False,normal,0.87374749498998,0.013453377342921,0.4723759778971587,,L1_PROVIDER_COUNTRY,499.0,Observed drop is within normal variation.,1.0,63,0.02863636363636364,False,L1_PROVIDER_COUNTRY|provider=Stripe|country=MX,0,False
