detection_level,merchant,provider,payment_method,country,issuing_bank,weekday,hour,historical_attempts,historical_approvals,historical_declines,expected_approval_rate,average_amount,baseline_reliable
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,0,75,73,2,0.9733333333333334,261.56933333333336,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,1,27,26,1,0.9629629629629629,308.7474074074074,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,2,24,23,1,0.9583333333333334,270.30125,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,3,23,23,0,1.0,305.1239130434783,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,4,26,24,2,0.9230769230769231,292.97923076923075,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,5,62,55,7,0.8870967741935484,308.02887096774197,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,6,124,116,8,0.9354838709677419,273.2327419354839,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,7,232,208,24,0.896551724137931,301.7484051724138,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,8,370,339,31,0.9162162162162162,280.4134864864865,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,9,500,465,35,0.93,278.77326,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,10,561,522,39,0.93048128342246,279.41019607843134,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,11,608,558,50,0.9177631578947368,298.1559868421053,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,12,647,607,40,0.9381761978361669,286.8091035548686,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,13,662,603,59,0.9108761329305136,294.8972205438066,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,14,547,499,48,0.9122486288848263,293.1841316270567,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,15,530,502,28,0.9471698113207547,285.29056603773586,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,16,475,439,36,0.9242105263157895,280.9626947368421,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,17,495,463,32,0.9353535353535354,291.6571313131313,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,18,448,412,36,0.9196428571428571,285.52654017857145,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,19,404,375,29,0.9282178217821783,279.65824257425743,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,20,249,234,15,0.9397590361445783,291.1624096385542,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,21,176,164,12,0.9318181818181818,274.4202272727273,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,22,104,98,6,0.9423076923076923,291.9458653846154,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,3,23,66,61,5,0.9242424242424242,280.119696969697,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,0,60,52,8,0.8666666666666667,265.85,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,1,32,30,2,0.9375,261.54875,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,2,23,21,2,0.9130434782608695,216.92,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,3,14,13,1,0.9285714285714286,252.36142857142858,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,4,36,33,3,0.9166666666666666,319.05805555555554,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,5,53,50,3,0.9433962264150944,279.82377358490567,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,6,124,119,5,0.9596774193548387,286.91072580645164,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,7,244,227,17,0.930327868852459,280.01790983606554,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,8,372,350,22,0.9408602150537635,283.5483064516129,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,9,524,490,34,0.9351145038167938,285.6040648854962,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,10,548,520,28,0.948905109489051,289.6875729927007,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,11,620,572,48,0.9225806451612903,284.573435483871,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,12,656,610,46,0.9298780487804879,287.2135975609756,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,13,541,505,36,0.933456561922366,282.1877818853974,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,14,580,540,40,0.9310344827586207,281.7412586206896,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,15,567,521,46,0.9188712522045855,283.62070546737215,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,16,478,445,33,0.9309623430962343,271.8200836820084,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,17,483,457,26,0.9461697722567288,274.09581780538304,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,18,444,413,31,0.9301801801801802,285.1396846846847,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,19,399,369,30,0.924812030075188,277.2666917293233,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,20,231,217,14,0.9393939393939394,289.354632034632,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,21,158,145,13,0.9177215189873418,287.8301265822785,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,22,91,87,4,0.9560439560439561,283.69956043956046,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,4,23,54,52,2,0.9629629629629629,276.26351851851854,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,0,58,55,3,0.9482758620689655,259.34655172413795,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,1,30,28,2,0.9333333333333333,338.3283333333333,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,2,25,22,3,0.88,248.13639999999998,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,3,15,15,0,1.0,287.1293333333333,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,4,29,26,3,0.896551724137931,368.2286206896552,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,5,46,45,1,0.9782608695652174,259.12195652173915,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,6,104,96,8,0.9230769230769231,292.0446153846154,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,7,243,223,20,0.9176954732510288,293.05255144032924,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,8,365,341,24,0.9342465753424658,289.85183561643834,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,9,496,462,34,0.9314516129032258,286.0591532258064,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,10,1172,1093,79,0.9325938566552902,281.6971160409556,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,11,569,536,33,0.9420035149384886,282.4287521968365,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,12,620,572,48,0.9225806451612903,279.5198387096774,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,13,555,517,38,0.9315315315315316,279.2622702702703,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,14,504,474,30,0.9404761904761905,273.85815476190476,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,15,483,459,24,0.9503105590062112,276.9226086956522,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,16,419,387,32,0.9236276849642004,280.1736276849642,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,17,447,410,37,0.9172259507829977,264.8746085011186,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,18,407,386,21,0.9484029484029484,295.3881081081081,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,19,327,296,31,0.9051987767584098,286.6853516819572,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,20,227,204,23,0.8986784140969163,277.59431718061677,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,21,130,120,10,0.9230769230769231,265.43184615384615,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,22,77,70,7,0.9090909090909091,285.8405194805195,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,5,23,57,56,1,0.9824561403508771,278.8982456140351,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,0,70,64,6,0.9142857142857143,257.29157142857144,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,1,33,30,3,0.9090909090909091,304.9860606060606,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,2,31,29,2,0.9354838709677419,292.5987096774193,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,3,17,17,0,1.0,239.88176470588238,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,4,14,14,0,1.0,223.89785714285716,False
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,5,40,38,2,0.95,271.77,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,6,105,96,9,0.9142857142857143,293.24209523809526,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,7,209,199,10,0.9521531100478469,311.1861244019139,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,8,334,306,28,0.9161676646706587,273.3525149700599,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,9,442,415,27,0.9389140271493213,291.90414027149325,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,10,526,486,40,0.9239543726235742,290.88929657794677,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,11,554,513,41,0.9259927797833934,286.6567870036101,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,12,610,562,48,0.921311475409836,282.2193934426229,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,13,569,528,41,0.9279437609841827,275.5184885764499,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,14,490,458,32,0.9346938775510204,274.11651020408164,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,15,481,450,31,0.9355509355509356,285.08929313929315,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,16,465,431,34,0.9268817204301075,285.95997849462367,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,17,420,396,24,0.9428571428571428,283.1575238095238,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,18,398,373,25,0.9371859296482412,281.4920854271357,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,19,340,316,24,0.9294117647058824,286.5092352941177,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,20,227,209,18,0.920704845814978,284.57497797356825,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,21,136,126,10,0.9264705882352942,272.34654411764706,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,22,66,59,7,0.8939393939393939,307.1201515151515,True
L1_PROVIDER_COUNTRY,,Adyen,,BR,,6,23,59,57,2,0.9661016949152542,267.36559322033895,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,0,59,54,5,0.9152542372881356,114674.40169491526,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,1,26,24,2,0.9230769230769231,131316.6146153846,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,2,16,15,1,0.9375,110820.984375,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,3,15,14,1,0.9333333333333333,104338.86266666667,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,4,25,23,2,0.92,119822.45599999999,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,5,36,34,2,0.9444444444444444,117760.12305555555,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,6,113,102,11,0.9026548672566371,121807.71442477877,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,7,216,192,24,0.8888888888888888,118065.02476851853,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,8,319,285,34,0.8934169278996865,122107.43294670846,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,9,436,384,52,0.8807339449541285,125649.94814220184,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,468,424,44,0.905982905982906,122502.81991452991,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,11,567,492,75,0.8677248677248677,116422.39495590828,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,12,559,509,50,0.9105545617173524,123980.85463327369,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,13,587,527,60,0.8977853492333902,119109.17228279386,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,14,539,486,53,0.9016697588126159,122218.44762523191,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,15,512,455,57,0.888671875,122599.41869140624,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,16,442,384,58,0.8687782805429864,123903.4428959276,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,17,419,382,37,0.9116945107398569,124980.88737470168,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,18,386,339,47,0.8782383419689119,117590.67168393784,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,19,335,294,41,0.8776119402985074,130495.94546268656,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,20,200,179,21,0.895,116790.35895,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,21,140,126,14,0.9,116182.71057142857,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,22,68,62,6,0.9117647058823529,126337.7375,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,23,51,47,4,0.9215686274509803,116023.39176470587,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,0,49,46,3,0.9387755102040817,126307.8669387755,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,1,23,22,1,0.9565217391304348,123705.94304347826,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,2,20,20,0,1.0,108849.73449999999,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,3,17,14,3,0.8235294117647058,123152.49588235293,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,4,22,21,1,0.9545454545454546,124418.71363636364,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,5,47,42,5,0.8936170212765957,106777.82361702128,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,6,120,107,13,0.8916666666666667,128829.7395,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,7,212,197,15,0.9292452830188679,118664.00801886793,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,8,307,277,30,0.9022801302931596,126381.55931596091,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,9,441,395,46,0.8956916099773242,129117.78204081634,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,10,699,642,57,0.9184549356223176,119448.77642346208,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,11,608,556,52,0.9144736842105263,121073.77401315789,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,12,712,640,72,0.898876404494382,122937.90224719101,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,13,584,525,59,0.898972602739726,121436.01710616438,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,14,547,492,55,0.8994515539305301,118361.97819012798,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,15,548,494,54,0.9014598540145985,120351.05594890512,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,16,482,431,51,0.8941908713692946,116181.43875518671,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,17,457,419,38,0.9168490153172867,116601.85133479213,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,18,423,394,29,0.9314420803782506,122418.9758392435,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,19,395,360,35,0.9113924050632911,127902.1417721519,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,20,235,210,25,0.8936170212765957,121898.39680851063,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,21,160,146,14,0.9125,115155.501125,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,22,94,85,9,0.9042553191489362,112070.97936170214,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,1,23,62,55,7,0.8870967741935484,123573.30951612904,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,0,59,51,8,0.864406779661017,106174.22762711864,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,1,31,28,3,0.9032258064516129,101152.76258064517,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,2,25,25,0,1.0,127696.27119999999,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,3,12,12,0,1.0,135082.125,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,4,30,28,2,0.9333333333333333,95329.717,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,5,52,47,5,0.9038461538461539,104166.57615384615,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,6,136,129,7,0.9485294117647058,116631.71022058824,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,7,246,220,26,0.8943089430894309,121730.27674796747,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,8,370,334,36,0.9027027027027027,123470.36486486487,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,9,517,464,53,0.8974854932301741,119647.45270793037,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,10,554,501,53,0.9043321299638989,115328.95276173284,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,11,623,548,75,0.8796147672552167,120013.29354735152,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,12,632,573,59,0.9066455696202531,117768.78085443038,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,13,643,577,66,0.8973561430793157,122807.27265940903,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,14,610,553,57,0.9065573770491804,123676.56424590164,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,15,524,484,40,0.9236641221374046,125738.19185114503,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,16,479,438,41,0.9144050104384134,128606.67419624217,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,17,532,470,62,0.8834586466165414,124499.92531954889,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,18,441,409,32,0.927437641723356,124340.2939909297,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,19,424,368,56,0.8679245283018868,121499.3542216981,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,20,234,205,29,0.8760683760683761,120278.43905982905,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,21,163,141,22,0.8650306748466258,122846.73282208589,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,22,84,78,6,0.9285714285714286,104357.61773809524,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,2,23,77,70,7,0.9090909090909091,124814.53766233767,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,0,54,49,5,0.9074074074074074,120244.79055555555,True
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,1,28,26,2,0.9285714285714286,119286.58821428572,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,2,22,21,1,0.9545454545454546,118052.42681818182,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,3,27,24,3,0.8888888888888888,104507.23481481482,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,4,20,19,1,0.95,124368.54649999998,False
L1_PROVIDER_COUNTRY,,Adyen,,CO,,3,5,63,58,5,0.9206349206349206,132362.14904761905,True
