minute,detection_level,merchant,provider,payment_method,country,issuing_bank,weekday,hour,attempts,approvals,declines,approval_rate,dominant_decline_code,injected_incident_id,injected_records,injected_share,incident_ids,window_minutes,window_usable,window_strategy
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_A,,,CO,,0,10,138,125,13,0.9057971014492754,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_A,,,MX,,0,10,128,113,15,0.8828125,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,BR,,0,10,134,125,9,0.9328358208955224,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,CO,,0,10,134,123,11,0.917910447761194,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_B,,,MX,,0,10,124,108,16,0.8709677419354839,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,BR,,0,10,132,122,10,0.9242424242424242,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,CO,,0,10,127,110,17,0.8661417322834646,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L3_MERCHANT_COUNTRY,Merchant_C,,,MX,,0,10,133,113,20,0.849624060150376,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Banco do Brasil,0,10,30,26,4,0.8666666666666667,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Bradesco,0,10,33,33,0,1.0,,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Itau,0,10,30,28,2,0.9333333333333332,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,Nubank,0,10,39,33,6,0.8461538461538461,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,BR,,0,10,284,266,18,0.9366197183098592,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Banco de Bogota,0,10,45,39,6,0.8666666666666667,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Bancolombia,0,10,41,34,7,0.8292682926829268,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,Davivienda,0,10,44,43,1,0.9772727272727272,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,CO,,0,10,269,242,27,0.8996282527881041,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,BBVA,0,10,41,39,2,0.951219512195122,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Banorte,0,10,25,18,7,0.72,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Citibanamex,0,10,34,27,7,0.7941176470588235,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,Santander,0,10,29,27,2,0.9310344827586207,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L4_BANK_COUNTRY,,,,MX,,0,10,256,223,33,0.87109375,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,PIX,BR,,0,10,48,44,4,0.9166666666666666,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,PSE,CO,,0,10,50,49,1,0.98,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,BR,,0,10,38,38,0,1.0,,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,CO,,0,10,42,37,5,0.8809523809523809,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,card,MX,,0,10,45,42,3,0.9333333333333332,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,cash_in_store,MX,,0,10,42,37,5,0.8809523809523809,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,BR,,0,10,51,50,1,0.9803921568627452,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,CO,,0,10,48,42,6,0.875,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Adyen,wallet,MX,,0,10,50,45,5,0.9,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,PIX,BR,,0,10,44,41,3,0.9318181818181818,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,PSE,CO,,0,10,35,30,5,0.8571428571428571,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,BR,,0,10,50,44,6,0.88,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,CO,,0,10,51,47,4,0.9215686274509804,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,card,MX,,0,10,38,33,5,0.868421052631579,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,cash_in_store,MX,,0,10,39,31,8,0.7948717948717948,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,wallet,BR,,0,10,55,52,3,0.9454545454545454,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,wallet,CO,,0,10,42,37,5,0.8809523809523809,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,Stripe,wallet,MX,,0,10,37,33,4,0.8918918918918919,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,PIX,BR,,0,10,36,35,1,0.9722222222222222,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,PSE,CO,,0,10,42,38,4,0.9047619047619048,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,card,BR,,0,10,44,38,6,0.8636363636363636,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,card,CO,,0,10,37,32,5,0.8648648648648649,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,card,MX,,0,10,46,36,10,0.782608695652174,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,cash_in_store,MX,,0,10,44,36,8,0.8181818181818182,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,wallet,BR,,0,10,50,44,6,0.88,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,wallet,CO,,0,10,52,46,6,0.8846153846153846,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L5_PROVIDER_METHOD_COUNTRY,,dLocal,wallet,MX,,0,10,44,41,3,0.9318181818181818,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,BR,Banco do Brasil,0,10,13,11,2,0.8461538461538461,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,BR,Bradesco,0,10,8,8,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,BR,Itau,0,10,12,11,1,0.9166666666666666,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,BR,Nubank,0,10,12,11,1,0.9166666666666666,SUSPECTED_FRAUD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,BR,,0,10,105,98,7,0.9333333333333332,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,CO,Banco de Bogota,0,10,18,16,2,0.8888888888888888,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,CO,Bancolombia,0,10,14,12,2,0.8571428571428571,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,CO,Davivienda,0,10,9,8,1,0.8888888888888888,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,CO,,0,10,97,89,8,0.9175257731958762,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,MX,BBVA,0,10,15,15,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,MX,Banorte,0,10,10,9,1,0.9,SUSPECTED_FRAUD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,MX,Citibanamex,0,10,11,9,2,0.8181818181818182,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,MX,Santander,0,10,8,8,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_A,,,MX,,0,10,84,72,12,0.8571428571428571,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,BR,Banco do Brasil,0,10,9,9,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,BR,Bradesco,0,10,10,10,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,BR,Itau,0,10,9,8,1,0.8888888888888888,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,BR,Nubank,0,10,19,17,2,0.8947368421052632,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,BR,,0,10,87,81,6,0.9310344827586208,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,CO,Banco de Bogota,0,10,13,11,2,0.8461538461538461,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,CO,Bancolombia,0,10,16,15,1,0.9375,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,CO,Davivienda,0,10,18,18,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,CO,,0,10,87,79,8,0.9080459770114944,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,MX,BBVA,0,10,12,10,2,0.8333333333333334,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,MX,Banorte,0,10,4,3,1,0.75,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,MX,Citibanamex,0,10,10,8,2,0.8,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,MX,Santander,0,10,9,8,1,0.8888888888888888,SUSPECTED_FRAUD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_B,,,MX,,0,10,89,79,10,0.8876404494382022,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,BR,Banco do Brasil,0,10,8,6,2,0.75,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,BR,Bradesco,0,10,15,15,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,BR,Itau,0,10,9,9,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,BR,Nubank,0,10,8,5,3,0.625,INVALID_CARD,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,BR,,0,10,92,87,5,0.9456521739130436,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,CO,Banco de Bogota,0,10,14,12,2,0.8571428571428571,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,CO,Bancolombia,0,10,11,7,4,0.6363636363636364,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,CO,Davivienda,0,10,17,17,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,CO,,0,10,85,74,11,0.8705882352941177,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,MX,BBVA,0,10,14,14,0,1.0,,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,MX,Banorte,0,10,11,6,5,0.5454545454545454,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,MX,Citibanamex,0,10,13,10,3,0.7692307692307693,DO_NOT_HONOR,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,MX,Santander,0,10,12,11,1,0.9166666666666666,INSUFFICIENT_FUNDS,,0,0.0,,5,False,insufficient_data
2026-08-31 10:00:00,L6_MERCHANT_BANK_COUNTRY,Merchant_C,,,MX,,0,10,83,72,11,0.8674698795180723,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,139,127,12,0.9136690647482014,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,150,134,16,0.8933333333333333,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,134,119,15,0.8880597014925373,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,126,119,7,0.9444444444444444,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,123,113,10,0.91869918699187,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,143,133,10,0.93006993006993,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,128,118,10,0.921875,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,130,121,9,0.9307692307692308,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,127,101,26,0.7952755905511811,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,133,129,4,0.9699248120300752,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,139,122,17,0.8776978417266187,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,127,116,11,0.9133858267716536,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,125,113,12,0.904,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,143,129,14,0.902097902097902,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,120,91,29,0.7583333333333333,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,133,119,14,0.8947368421052632,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,139,133,6,0.9568345323741008,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,141,133,8,0.9432624113475178,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_A,,,BR,,0,10,131,124,7,0.9465648854961832,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_A,,,CO,,0,10,140,127,13,0.9071428571428573,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_A,,,MX,,0,10,136,121,15,0.8897058823529411,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_B,,,BR,,0,10,130,116,14,0.8923076923076924,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_B,,,CO,,0,10,129,117,12,0.9069767441860463,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_B,,,MX,,0,10,139,117,22,0.841726618705036,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_C,,,BR,,0,10,132,124,8,0.9393939393939394,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_C,,,CO,,0,10,134,124,10,0.9253731343283582,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L3_MERCHANT_COUNTRY,Merchant_C,,,MX,,0,10,129,115,14,0.8914728682170543,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,BR,Banco do Brasil,0,10,56,50,6,0.8928571428571429,DO_NOT_HONOR,,0,0.0,,5,True,fallback_5m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,BR,Bradesco,0,10,58,55,3,0.9482758620689655,DO_NOT_HONOR,,0,0.0,,5,True,fallback_5m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,BR,Itau,0,10,36,33,3,0.9166666666666666,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,BR,Nubank,0,10,40,37,3,0.925,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,BR,,0,10,266,248,18,0.9323308270676692,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,CO,Banco de Bogota,0,10,44,40,4,0.9090909090909092,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,CO,Bancolombia,0,10,46,42,4,0.9130434782608696,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,CO,Davivienda,0,10,35,31,4,0.8857142857142857,SUSPECTED_FRAUD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,CO,,0,10,278,255,23,0.9172661870503596,INVALID_CARD,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,MX,BBVA,0,10,32,29,3,0.90625,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,MX,Banorte,0,10,42,37,5,0.8809523809523809,INSUFFICIENT_FUNDS,,0,0.0,,1,True,fast_1m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,MX,Citibanamex,0,10,63,53,10,0.8412698412698413,DO_NOT_HONOR,,0,0.0,,5,True,fallback_5m
2026-08-31 10:01:00,L4_BANK_COUNTRY,,,,MX,Santander,0,10,40,37,3,0.925,DO_NOT_HONOR,,0,0.0,,1,True,fast_1m
