minute,detection_level,merchant,provider,payment_method,country,issuing_bank,weekday,hour,attempts,approvals,declines,approval_rate,dominant_decline_code,injected_incident_id,injected_records,injected_share,incident_ids
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,123,113,10,0.9186991869918699,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,143,133,10,0.9300699300699301,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,128,118,10,0.921875,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,130,121,9,0.9307692307692308,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:01:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,127,101,26,0.7952755905511811,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,135,125,10,0.9259259259259259,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,116,101,15,0.8706896551724138,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,122,110,12,0.9016393442622951,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,142,133,9,0.9366197183098591,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,138,122,16,0.8840579710144928,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,147,134,13,0.9115646258503401,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,149,136,13,0.912751677852349,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,133,120,13,0.9022556390977443,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:02:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,118,102,16,0.864406779661017,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,119,63,56,0.5294117647058824,PROCESSOR_ERROR,INC-001,119,1.0,INC-001
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,116,109,7,0.9396551724137931,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,145,138,7,0.9517241379310345,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,141,129,12,0.9148936170212766,INVALID_CARD,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,130,116,14,0.8923076923076924,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,136,117,19,0.8602941176470589,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,137,122,15,0.8905109489051095,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,143,129,14,0.9020979020979021,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,133,118,15,0.8872180451127819,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,125,77,48,0.616,PROCESSOR_ERROR,INC-001,125,1.0,INC-001
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,150,139,11,0.9266666666666666,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,147,125,22,0.8503401360544217,INSUFFICIENT_FUNDS,INC-002,4,0.027210884353741496,INC-002
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,119,112,7,0.9411764705882353,INVALID_CARD,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,144,130,14,0.9027777777777778,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,94,90,4,0.9574468085106383,INVALID_CARD,INC-002,1,0.010638297872340425,INC-002
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,130,118,12,0.9076923076923077,INVALID_CARD,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,145,127,18,0.8758620689655172,INVALID_CARD,,0,0.0,
2026-08-31 10:04:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,146,124,22,0.8493150684931506,INVALID_CARD,INC-002,2,0.0136986301369863,INC-002
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,136,71,65,0.5220588235294118,PROCESSOR_ERROR,INC-001,136,1.0,INC-001
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,139,127,12,0.9136690647482014,INVALID_CARD,,0,0.0,
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,137,127,10,0.927007299270073,INSUFFICIENT_FUNDS,INC-002,3,0.021897810218978103,INC-002
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,153,143,10,0.934640522875817,INVALID_CARD,,0,0.0,
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,122,110,12,0.9016393442622951,INVALID_CARD,,0,0.0,
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,127,103,24,0.8110236220472441,DO_NOT_HONOR,INC-002,5,0.03937007874015748,INC-002
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,121,111,10,0.9173553719008265,INVALID_CARD,,0,0.0,
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,139,122,17,0.8776978417266187,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:05:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,126,114,12,0.9047619047619048,DO_NOT_HONOR,INC-002,2,0.015873015873015872,INC-002
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,141,68,73,0.48226950354609927,PROCESSOR_ERROR,INC-001,141,1.0,INC-001
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,140,128,12,0.9142857142857143,INVALID_CARD,,0,0.0,
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,138,122,16,0.8840579710144928,INVALID_CARD,INC-002,4,0.028985507246376812,INC-002
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,132,125,7,0.946969696969697,INVALID_CARD,,0,0.0,
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,121,114,7,0.9421487603305785,INVALID_CARD,,0,0.0,
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,116,101,15,0.8706896551724138,DO_NOT_HONOR,INC-002,2,0.017241379310344827,INC-002
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,136,125,11,0.9191176470588235,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,139,122,17,0.8776978417266187,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:06:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,137,120,17,0.8759124087591241,SUSPECTED_FRAUD,INC-002,2,0.014598540145985401,INC-002
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,136,70,66,0.5147058823529411,PROCESSOR_ERROR,INC-001,136,1.0,INC-001
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,136,124,12,0.9117647058823529,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,117,100,17,0.8547008547008547,INSUFFICIENT_FUNDS,INC-002,3,0.02564102564102564,INC-002
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,127,116,11,0.9133858267716536,INVALID_CARD,,0,0.0,
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,152,136,16,0.8947368421052632,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,141,129,12,0.9148936170212766,INSUFFICIENT_FUNDS,INC-002,3,0.02127659574468085,INC-002
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,127,115,12,0.905511811023622,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,138,127,11,0.9202898550724637,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:07:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,126,107,19,0.8492063492063492,INSUFFICIENT_FUNDS,INC-002,1,0.007936507936507936,INC-002
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,112,107,5,0.9553571428571429,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,151,143,8,0.9470198675496688,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,134,112,22,0.835820895522388,INVALID_CARD,INC-002,5,0.03731343283582089,INC-002
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,116,106,10,0.9137931034482759,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,133,120,13,0.9022556390977443,INVALID_CARD,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,123,108,15,0.8780487804878049,INSUFFICIENT_FUNDS,INC-002,4,0.032520325203252036,INC-002
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,167,150,17,0.8982035928143712,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,141,130,11,0.9219858156028369,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:08:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,123,103,20,0.8373983739837398,DO_NOT_HONOR,INC-002,1,0.008130081300813009,INC-002
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,128,120,8,0.9375,INVALID_CARD,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,148,129,19,0.8716216216216216,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,110,102,8,0.9272727272727272,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,120,109,11,0.9083333333333333,INVALID_CARD,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,143,129,14,0.9020979020979021,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,160,148,12,0.925,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,136,128,8,0.9411764705882353,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,124,113,11,0.9112903225806451,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:09:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,131,116,15,0.8854961832061069,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,145,130,15,0.896551724137931,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,132,119,13,0.9015151515151515,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,132,122,10,0.9242424242424242,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,124,110,14,0.8870967741935484,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,131,116,15,0.8854961832061069,INVALID_CARD,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,137,125,12,0.9124087591240876,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,124,117,7,0.9435483870967742,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,123,107,16,0.8699186991869918,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:10:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,152,136,16,0.8947368421052632,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,BR,,0,10,136,126,10,0.9264705882352942,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,CO,,0,10,114,103,11,0.9035087719298246,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Adyen,,MX,,0,10,140,130,10,0.9285714285714286,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Stripe,,BR,,0,10,132,124,8,0.9393939393939394,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Stripe,,CO,,0,10,144,129,15,0.8958333333333334,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,Stripe,,MX,,0,10,147,126,21,0.8571428571428571,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,dLocal,,BR,,0,10,127,116,11,0.9133858267716536,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,dLocal,,CO,,0,10,127,113,14,0.889763779527559,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:11:00,L1_PROVIDER_COUNTRY,,dLocal,,MX,,0,10,133,117,16,0.8796992481203008,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,128,120,8,0.9375,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,127,117,10,0.9212598425196851,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,132,120,12,0.9090909090909091,INVALID_CARD,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,130,116,14,0.8923076923076924,INVALID_CARD,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,129,111,18,0.8604651162790697,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,125,104,21,0.832,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,156,146,10,0.9358974358974359,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,142,125,17,0.8802816901408451,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:00:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,131,119,12,0.9083969465648855,INVALID_CARD,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,133,129,4,0.9699248120300752,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,139,122,17,0.8776978417266187,INVALID_CARD,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,127,116,11,0.9133858267716536,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,125,113,12,0.904,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,143,129,14,0.9020979020979021,INVALID_CARD,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,120,91,29,0.7583333333333333,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,133,119,14,0.8947368421052632,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,139,133,6,0.9568345323741008,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:01:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,141,133,8,0.9432624113475178,INVALID_CARD,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,138,130,8,0.9420289855072463,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,127,108,19,0.8503937007874016,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,136,123,13,0.9044117647058824,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,138,120,18,0.8695652173913043,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,139,122,17,0.8776978417266187,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,129,114,15,0.8837209302325582,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,152,141,11,0.9276315789473685,INVALID_CARD,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,122,115,7,0.9426229508196722,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:02:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,119,110,9,0.9243697478991597,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,125,102,23,0.816,PROCESSOR_ERROR,INC-001,41,0.328,INC-001
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,134,120,14,0.8955223880597015,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,129,105,24,0.813953488372093,PROCESSOR_ERROR,INC-001,29,0.2248062015503876,INC-001
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,127,119,8,0.937007874015748,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,143,127,16,0.8881118881118881,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,134,114,20,0.8507462686567164,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,143,107,36,0.7482517482517482,PROCESSOR_ERROR,INC-001,49,0.34265734265734266,INC-001
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,128,115,13,0.8984375,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:03:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,137,132,5,0.9635036496350365,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,131,106,25,0.8091603053435115,PROCESSOR_ERROR,INC-001,50,0.3816793893129771,INC-001
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,138,120,18,0.8695652173913043,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,118,106,12,0.8983050847457628,PROCESSOR_ERROR,INC-001,36,0.3050847457627119,INC-001
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,145,131,14,0.903448275862069,INVALID_CARD,,0,0.0,
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,130,111,19,0.8538461538461538,INVALID_CARD,INC-002,7,0.05384615384615385,INC-002
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,127,106,21,0.8346456692913385,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,125,95,30,0.76,PROCESSOR_ERROR,INC-001,39,0.312,INC-001
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,156,145,11,0.9294871794871795,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:04:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,130,122,8,0.9384615384615385,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,157,129,28,0.821656050955414,PROCESSOR_ERROR,INC-001,55,0.3503184713375796,INC-001
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,131,117,14,0.8931297709923665,INVALID_CARD,,0,0.0,
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,121,94,27,0.7768595041322314,PROCESSOR_ERROR,INC-001,36,0.2975206611570248,INC-001
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,137,126,11,0.9197080291970803,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,128,112,16,0.875,ISSUER_UNAVAILABLE,INC-002,10,0.078125,INC-002
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,127,108,19,0.8503937007874016,SUSPECTED_FRAUD,,0,0.0,
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,132,102,30,0.7727272727272727,PROCESSOR_ERROR,INC-001,45,0.3409090909090909,INC-001
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,wallet,CO,,0,10,132,116,16,0.8787878787878788,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:05:00,L2_METHOD_COUNTRY,,,wallet,MX,,0,10,135,124,11,0.9185185185185185,DO_NOT_HONOR,,0,0.0,
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,PIX,BR,,0,10,134,109,25,0.8134328358208955,PROCESSOR_ERROR,INC-001,42,0.31343283582089554,INC-001
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,PSE,CO,,0,10,150,134,16,0.8933333333333333,INVALID_CARD,,0,0.0,
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,card,BR,,0,10,143,103,40,0.7202797202797203,PROCESSOR_ERROR,INC-001,53,0.3706293706293706,INC-001
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,card,CO,,0,10,117,107,10,0.9145299145299145,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,card,MX,,0,10,145,126,19,0.8689655172413793,DO_NOT_HONOR,INC-002,8,0.05517241379310345,INC-002
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,cash_in_store,MX,,0,10,115,95,20,0.8260869565217391,INSUFFICIENT_FUNDS,,0,0.0,
2026-08-31 10:06:00,L2_METHOD_COUNTRY,,,wallet,BR,,0,10,132,106,26,0.803030303030303,PROCESSOR_ERROR,INC-001,46,0.3484848484848485,INC-001
