transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,amount,currency,status,decline_code,is_retry,injected_incident_id
live_b0c930ade963,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,BR,,274.27,BRL,approved,,False,
live_01373301e1f3,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,1682.32,MXN,approved,,False,
live_693c2405f82f,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,90.0,MXN,approved,,False,
live_5ae0ed524742,2026-08-31 10:00:00,Merchant_B,dLocal,PSE,CO,,177533.18,COP,approved,,False,
live_a7ac80e2be53,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,BR,,293.93,BRL,approved,,False,
live_ee00a22d6d17,2026-08-31 10:00:00,Merchant_B,dLocal,card,CO,Davivienda,99069.49,COP,approved,,False,
live_eb3e74a662e2,2026-08-31 10:00:00,Merchant_C,dLocal,PIX,BR,,294.68,BRL,approved,,False,
live_cdb953ce3c83,2026-08-31 10:00:00,Merchant_A,dLocal,PIX,BR,,28.0,BRL,approved,,False,
live_f0631cf0bb01,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,CO,,104622.97,COP,approved,,False,
live_eb0662a3b2bf,2026-08-31 10:00:00,Merchant_C,Adyen,card,MX,Santander,1078.56,MXN,approved,,False,
live_25f3fff290ee,2026-08-31 10:00:00,Merchant_B,dLocal,card,MX,Citibanamex,1638.95,MXN,declined,INVALID_CARD,False,
live_a1d79b665af3,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,BR,,197.08,BRL,approved,,False,
live_3fc7e785f11f,2026-08-31 10:00:00,Merchant_A,dLocal,cash_in_store,MX,,495.75,MXN,declined,INSUFFICIENT_FUNDS,False,
live_6e9ec099bd57,2026-08-31 10:00:00,Merchant_B,Stripe,card,MX,Citibanamex,649.12,MXN,approved,,False,
live_1723171a664d,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,MX,,1357.7,MXN,declined,SUSPECTED_FRAUD,False,
live_1ee1e196af50,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,CO,,143012.58,COP,approved,,False,
live_a4d0c6112939,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,BR,,195.24,BRL,approved,,False,
live_a1dcfb074c9b,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,1156.63,MXN,approved,,False,
live_0833ef410c32,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,CO,,126795.43,COP,approved,,False,
live_111cccb6a408,2026-08-31 10:00:00,Merchant_B,dLocal,card,CO,Bancolombia,187805.15,COP,approved,,False,
live_01e8cd02ad6e,2026-08-31 10:00:00,Merchant_A,dLocal,card,BR,Itau,167.67,BRL,approved,,False,
live_d1db0033803e,2026-08-31 10:00:00,Merchant_B,Adyen,card,BR,Bradesco,227.57,BRL,approved,,False,
live_3a38c492ed38,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,BR,,217.26,BRL,approved,,False,
live_f65588521b46,2026-08-31 10:00:00,Merchant_B,Adyen,PSE,CO,,17553.95,COP,approved,,False,
live_b77b72b6f3e9,2026-08-31 10:00:00,Merchant_B,Adyen,card,CO,Davivienda,140728.42,COP,approved,,False,
live_19764c4ccfd3,2026-08-31 10:00:00,Merchant_C,Stripe,PSE,CO,,138273.87,COP,declined,DO_NOT_HONOR,False,
live_27dce64499bc,2026-08-31 10:00:00,Merchant_A,Adyen,wallet,BR,,280.82,BRL,approved,,False,
live_86a96800bc88,2026-08-31 10:00:00,Merchant_A,Adyen,card,CO,Bancolombia,103578.9,COP,approved,,False,
live_de924926fdf1,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,MX,,192.31,MXN,approved,,False,
live_563b83411a9d,2026-08-31 10:00:00,Merchant_B,Stripe,PSE,CO,,90554.83,COP,approved,,False,
live_5629db020438,2026-08-31 10:00:00,Merchant_B,Stripe,cash_in_store,MX,,728.64,MXN,approved,,False,
live_0f1a01a6cd71,2026-08-31 10:00:00,Merchant_A,Stripe,card,BR,Bradesco,151.64,BRL,approved,,False,
live_555a51f74e0b,2026-08-31 10:00:00,Merchant_A,Adyen,cash_in_store,MX,,819.36,MXN,approved,,False,
live_da7987e54606,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,MX,,1102.03,MXN,approved,,False,
live_167413cb0abb,2026-08-31 10:00:00,Merchant_C,dLocal,card,BR,Bradesco,581.79,BRL,approved,,False,
live_61c5be544969,2026-08-31 10:00:00,Merchant_B,dLocal,cash_in_store,MX,,987.29,MXN,approved,,False,
live_7432fea3c5f3,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,BR,,321.21,BRL,approved,,False,
live_c1a9468dca44,2026-08-31 10:00:00,Merchant_C,dLocal,card,CO,Banco de Bogota,114788.79,COP,approved,,False,
live_408ce4ee3085,2026-08-31 10:00:00,Merchant_C,Adyen,card,CO,Banco de Bogota,12000.0,COP,approved,,False,
live_60ade5d77263,2026-08-31 10:00:00,Merchant_B,Stripe,PSE,CO,,118144.03,COP,approved,,False,
live_719711d5432a,2026-08-31 10:00:00,Merchant_C,Stripe,PSE,CO,,124216.11,COP,approved,,False,
live_d4f38a6821dc,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,BR,,674.12,BRL,approved,,False,
live_f932fd3d4043,2026-08-31 10:00:00,Merchant_C,Adyen,PIX,BR,,249.22,BRL,approved,,False,
live_6631d9f57102,2026-08-31 10:00:00,Merchant_B,Adyen,card,MX,Citibanamex,1050.77,MXN,approved,,False,
live_17b5e7a18212,2026-08-31 10:00:00,Merchant_B,Stripe,PSE,CO,,117570.18,COP,approved,,False,
live_2c38635e659c,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,CO,,38192.54,COP,approved,,False,
live_eeac1179a049,2026-08-31 10:00:00,Merchant_A,Stripe,card,BR,Banco do Brasil,462.85,BRL,approved,,False,
live_c0102092ab9b,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,1275.97,MXN,approved,,False,
live_53e1293614d6,2026-08-31 10:00:00,Merchant_A,Adyen,card,MX,Citibanamex,1295.52,MXN,approved,,False,
live_36bc5c70978c,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,BR,,134.5,BRL,approved,,False,
live_13ff675fe018,2026-08-31 10:00:00,Merchant_C,Adyen,PIX,BR,,504.45,BRL,approved,,False,
live_b44911b7c020,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,CO,,21870.43,COP,approved,,False,
live_e6b249da1e78,2026-08-31 10:00:00,Merchant_C,dLocal,card,BR,Bradesco,373.9,BRL,approved,,False,
live_6a79ab5fdd98,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,CO,,273331.89,COP,declined,SUSPECTED_FRAUD,False,
live_93b0a955f1db,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,MX,,404.73,MXN,approved,,False,
live_755e28841533,2026-08-31 10:00:00,Merchant_C,Stripe,PIX,BR,,189.39,BRL,declined,INSUFFICIENT_FUNDS,False,
live_3ad79f0346fc,2026-08-31 10:00:00,Merchant_B,dLocal,card,BR,Banco do Brasil,295.94,BRL,approved,,False,
live_980cec93e49d,2026-08-31 10:00:00,Merchant_B,Adyen,PIX,BR,,199.44,BRL,approved,,False,
live_bc97c5c06cdd,2026-08-31 10:00:00,Merchant_B,Adyen,card,MX,BBVA,124.67,MXN,approved,,False,
live_335d913af158,2026-08-31 10:00:00,Merchant_C,dLocal,card,BR,Bradesco,290.97,BRL,approved,,False,
live_8b0afce19f01,2026-08-31 10:00:00,Merchant_A,Stripe,card,CO,Banco de Bogota,45638.74,COP,approved,,False,
live_a3a2bc997860,2026-08-31 10:00:00,Merchant_A,dLocal,PIX,BR,,355.77,BRL,approved,,False,
live_0ae4acddf9dd,2026-08-31 10:00:00,Merchant_C,Adyen,PSE,CO,,55640.3,COP,approved,,False,
live_d665205b9c32,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,BR,,527.99,BRL,approved,,False,
live_cbdfbd784bc5,2026-08-31 10:00:00,Merchant_A,Stripe,card,MX,BBVA,508.37,MXN,approved,,False,
live_0c6aa93ad088,2026-08-31 10:00:00,Merchant_C,dLocal,PSE,CO,,97455.69,COP,approved,,False,
live_4fe67ff34bd1,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,176946.21,COP,approved,,False,
live_b95c7dcf57ef,2026-08-31 10:00:00,Merchant_B,dLocal,cash_in_store,MX,,284.57,MXN,approved,,False,
live_5d187d66f06c,2026-08-31 10:00:00,Merchant_A,dLocal,card,BR,Nubank,316.39,BRL,approved,,False,
live_8d56f454d956,2026-08-31 10:00:00,Merchant_B,dLocal,cash_in_store,MX,,1553.57,MXN,approved,,False,
live_2ddbc7cfef48,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,12000.0,COP,declined,INVALID_CARD,False,
live_8f9b757fbccd,2026-08-31 10:00:00,Merchant_C,Adyen,PIX,BR,,309.54,BRL,approved,,False,
live_90a84138459f,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,138191.8,COP,approved,,False,
live_d7ac6fa348a6,2026-08-31 10:00:00,Merchant_C,dLocal,cash_in_store,MX,,1290.91,MXN,declined,INSUFFICIENT_FUNDS,False,
live_67c7d0ad2293,2026-08-31 10:00:00,Merchant_B,dLocal,card,BR,Bradesco,82.09,BRL,approved,,False,
live_30f30ba76053,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,CO,,27568.04,COP,approved,,False,
live_013f77fac7ca,2026-08-31 10:00:00,Merchant_A,Adyen,PSE,CO,,156535.91,COP,approved,,False,
live_f907d362f252,2026-08-31 10:00:00,Merchant_A,Stripe,PIX,BR,,327.52,BRL,approved,,False,
live_4638a7dfa25c,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,137534.5,COP,approved,,False,
live_3172a81509bc,2026-08-31 10:00:00,Merchant_B,Adyen,card,CO,Davivienda,144251.37,COP,approved,,False,
live_1406c8859b56,2026-08-31 10:00:00,Merchant_B,Adyen,card,BR,Bradesco,171.2,BRL,approved,,False,
live_7fd63afaf30b,2026-08-31 10:00:00,Merchant_C,Adyen,card,CO,Bancolombia,136257.76,COP,approved,,False,
live_9f15eca3151d,2026-08-31 10:00:00,Merchant_B,dLocal,PSE,CO,,140515.07,COP,approved,,False,
live_229f06dbe359,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,BR,,165.7,BRL,approved,,False,
live_c0751ffd3e43,2026-08-31 10:00:00,Merchant_C,Adyen,card,MX,Santander,1832.89,MXN,approved,,False,
live_b4074c8ec1e2,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,MX,,1136.92,MXN,approved,,False,
live_8252fe834823,2026-08-31 10:00:00,Merchant_B,Adyen,PSE,CO,,36608.76,COP,approved,,False,
live_8e446e52acca,2026-08-31 10:00:00,Merchant_B,Stripe,cash_in_store,MX,,1228.28,MXN,declined,DO_NOT_HONOR,False,
live_86ac2987c0dc,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,CO,,51772.28,COP,approved,,False,
live_334ffb0b6abf,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,175095.92,COP,approved,,False,
live_c87c4e6a02bf,2026-08-31 10:00:00,Merchant_C,Adyen,PSE,CO,,201101.69,COP,approved,,False,
live_e7a4560fc305,2026-08-31 10:00:00,Merchant_B,Adyen,PIX,BR,,148.69,BRL,declined,DO_NOT_HONOR,False,
live_9b56a699659f,2026-08-31 10:00:00,Merchant_C,Adyen,card,MX,Citibanamex,1381.69,MXN,approved,,False,
live_feeb04537837,2026-08-31 10:00:00,Merchant_C,Adyen,PSE,CO,,148894.66,COP,approved,,False,
live_403f31c9da64,2026-08-31 10:00:00,Merchant_A,dLocal,cash_in_store,MX,,1311.03,MXN,declined,SUSPECTED_FRAUD,False,
live_db6760063539,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,252775.51,COP,approved,,False,
live_090d386fde0e,2026-08-31 10:00:00,Merchant_C,Stripe,card,CO,Davivienda,102822.83,COP,approved,,False,
live_4ababbfa9ac0,2026-08-31 10:00:00,Merchant_B,dLocal,card,BR,Nubank,159.4,BRL,declined,INVALID_CARD,False,
live_4558e476d4fa,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,BR,,137.68,BRL,approved,,False,
live_a040b4912231,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,MX,,492.09,MXN,approved,,False,
live_fa280d3e3f4c,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,CO,,114602.88,COP,approved,,False,
live_9e6b3b52d22c,2026-08-31 10:00:00,Merchant_B,Stripe,card,BR,Nubank,334.58,BRL,approved,,False,
live_8c5f06450f48,2026-08-31 10:00:00,Merchant_B,Stripe,card,CO,Banco de Bogota,139368.36,COP,approved,,False,
live_7b531a39ce87,2026-08-31 10:00:00,Merchant_A,Stripe,card,MX,Citibanamex,1313.59,MXN,approved,,False,
live_3ef3b9c714a3,2026-08-31 10:00:00,Merchant_A,Stripe,PIX,BR,,282.08,BRL,approved,,False,
live_b6a88631fe85,2026-08-31 10:00:00,Merchant_A,Adyen,PIX,BR,,512.57,BRL,approved,,False,
live_3a2a4f9214df,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,101474.02,COP,approved,,False,
live_60e2cc52e17e,2026-08-31 10:00:00,Merchant_B,Stripe,PSE,CO,,310411.84,COP,approved,,False,
live_6311fe31d564,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,163796.71,COP,declined,SUSPECTED_FRAUD,False,
live_cf7dc6a37582,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,59998.97,COP,approved,,False,
live_d85dc24869e7,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,BR,,108.66,BRL,approved,,False,
live_4f136c50c145,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,153773.07,COP,approved,,False,
live_8f759d134b97,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,BR,,244.25,BRL,approved,,False,
live_f430825f2732,2026-08-31 10:00:00,Merchant_C,Stripe,PIX,BR,,394.24,BRL,approved,,False,
live_8186551f866b,2026-08-31 10:00:00,Merchant_C,Stripe,card,CO,Davivienda,153126.63,COP,approved,,False,
live_8cb99d783f6f,2026-08-31 10:00:00,Merchant_A,Stripe,cash_in_store,MX,,863.59,MXN,approved,,False,
live_13afc017b390,2026-08-31 10:00:00,Merchant_A,Adyen,PSE,CO,,60724.44,COP,approved,,False,
live_42aa16df6f82,2026-08-31 10:00:00,Merchant_A,Adyen,card,CO,Bancolombia,13960.69,COP,approved,,False,
live_54f4baa3dfc9,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,BR,,208.56,BRL,approved,,False,
live_9553629133f4,2026-08-31 10:00:00,Merchant_A,Adyen,wallet,CO,,179947.92,COP,approved,,False,
live_a07f6e59f2d2,2026-08-31 10:00:00,Merchant_C,dLocal,PIX,BR,,314.25,BRL,approved,,False,
live_649cc91a1829,2026-08-31 10:00:00,Merchant_A,dLocal,card,CO,Davivienda,32798.29,COP,approved,,False,
live_43393d5ba3ac,2026-08-31 10:00:00,Merchant_B,dLocal,card,BR,Itau,307.71,BRL,declined,INVALID_CARD,False,
live_0ee1282ea427,2026-08-31 10:00:00,Merchant_C,Adyen,card,CO,Bancolombia,146972.22,COP,declined,INSUFFICIENT_FUNDS,False,
live_8f705d33c1d1,2026-08-31 10:00:00,Merchant_B,Stripe,card,CO,Bancolombia,58129.98,COP,approved,,False,
live_c287752266d3,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,CO,,130760.76,COP,approved,,False,
live_d243f0d2b54a,2026-08-31 10:00:00,Merchant_A,Adyen,wallet,BR,,289.31,BRL,approved,,False,
live_30ca514d332f,2026-08-31 10:00:00,Merchant_B,Adyen,card,BR,Nubank,97.12,BRL,approved,,False,
live_aafe68afdf91,2026-08-31 10:00:00,Merchant_B,Stripe,cash_in_store,MX,,1078.89,MXN,approved,,False,
live_5bcc7dcf4cc8,2026-08-31 10:00:00,Merchant_B,Stripe,PIX,BR,,369.73,BRL,approved,,False,
live_4d1b45ce6ff4,2026-08-31 10:00:00,Merchant_B,Stripe,cash_in_store,MX,,1441.53,MXN,approved,,False,
live_30cf36eea1a5,2026-08-31 10:00:00,Merchant_A,Stripe,PIX,BR,,448.61,BRL,declined,DO_NOT_HONOR,False,
live_4f22e74a8ce5,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,BR,,59.57,BRL,approved,,False,
live_72794ccf4658,2026-08-31 10:00:00,Merchant_B,Stripe,cash_in_store,MX,,431.09,MXN,approved,,False,
live_ce76d798bd25,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,MX,,1157.52,MXN,approved,,False,
live_a9982b3b22ab,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,MX,,1156.89,MXN,approved,,False,
live_a784f4bdba84,2026-08-31 10:00:00,Merchant_A,Adyen,card,MX,Santander,1157.52,MXN,approved,,False,
live_87d0fbe0b887,2026-08-31 10:00:00,Merchant_A,Adyen,PIX,BR,,896.44,BRL,approved,,False,
live_d29e2c35fd86,2026-08-31 10:00:00,Merchant_B,dLocal,card,MX,BBVA,1185.45,MXN,approved,,False,
live_d512ea3a8a89,2026-08-31 10:00:00,Merchant_A,Adyen,wallet,MX,,1467.78,MXN,approved,,False,
live_68b9da193e5b,2026-08-31 10:00:00,Merchant_C,Adyen,card,CO,Bancolombia,186780.12,COP,approved,,False,
live_f0124678ce50,2026-08-31 10:00:00,Merchant_A,Adyen,cash_in_store,MX,,1225.7,MXN,approved,,False,
live_52f7764af87f,2026-08-31 10:00:00,Merchant_C,Adyen,PIX,BR,,229.56,BRL,approved,,False,
live_4c818f434754,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,BR,,401.44,BRL,approved,,False,
live_a41525615027,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,MX,,513.59,MXN,approved,,False,
live_3755bbb8e54b,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,MX,,781.59,MXN,approved,,False,
live_cac3d869fc61,2026-08-31 10:00:00,Merchant_C,Adyen,card,MX,BBVA,657.32,MXN,approved,,False,
live_f95aafed4852,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,MX,,940.94,MXN,approved,,False,
live_2f2097120041,2026-08-31 10:00:00,Merchant_C,dLocal,PIX,BR,,650.35,BRL,approved,,False,
live_4b7871f075c1,2026-08-31 10:00:00,Merchant_B,dLocal,card,BR,Nubank,28.0,BRL,approved,,False,
live_3d3c4b89d0ce,2026-08-31 10:00:00,Merchant_C,Stripe,card,BR,Banco do Brasil,389.8,BRL,approved,,False,
live_5b5b22ad4d1c,2026-08-31 10:00:00,Merchant_C,Adyen,card,CO,Davivienda,12000.0,COP,approved,,False,
