transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,status,decline_code,amount,currency,retry_flag,original_transaction_id,recovered_after_retry,processing_time_ms,amount_usd
tx_f5aec4126997,2026-08-29 04:12:49.144354,Merchant_A,Stripe,wallet,CO,,approved,,138191.8,COP,False,,False,368,34.55
tx_7b3509a017dd,2026-08-29 04:12:49.576354,Merchant_B,dLocal,wallet,CO,,approved,,33413.45,COP,False,,False,281,8.35
tx_e9b2db56a520,2026-08-29 04:12:50.008354,Merchant_B,Stripe,cash_in_store,MX,,approved,,1160.97,MXN,False,,False,332,63.85
tx_468abfbb1d60,2026-08-29 04:12:50.440354,Merchant_C,dLocal,wallet,BR,,approved,,320.08,BRL,False,,False,481,64.02
tx_3ce15a05cd62,2026-08-29 04:12:50.872354,Merchant_A,dLocal,PSE,CO,,approved,,72398.27,COP,False,,False,467,18.1
tx_9d718e4192d0,2026-08-29 04:12:51.304354,Merchant_C,Adyen,cash_in_store,MX,,approved,,1046.54,MXN,False,,False,295,57.56
tx_6938f924090d,2026-08-29 04:12:51.736354,Merchant_C,Adyen,wallet,CO,,approved,,250604.22,COP,False,,False,402,62.65
tx_b72b8c63a103,2026-08-29 04:12:52.168354,Merchant_C,dLocal,card,CO,Banco de Bogota,approved,,36608.76,COP,False,,False,518,9.15
tx_2d9c369ed670,2026-08-29 04:12:52.600354,Merchant_B,Adyen,card,MX,Citibanamex,approved,,412.66,MXN,False,,False,430,22.7
tx_05cf67211ea2,2026-08-29 04:12:53.032354,Merchant_B,Adyen,PSE,CO,,approved,,201101.69,COP,False,,False,286,50.28
tx_46245958b086,2026-08-29 04:12:53.464354,Merchant_A,dLocal,card,BR,Nubank,approved,,434.14,BRL,False,,False,489,86.83
tx_e9985078d199,2026-08-29 04:12:53.896354,Merchant_A,Stripe,wallet,CO,,approved,,177544.21,COP,False,,False,452,44.39
tx_e65f7351e305,2026-08-29 04:12:54.328354,Merchant_A,Stripe,card,MX,Citibanamex,approved,,777.31,MXN,False,,False,253,42.75
tx_26eb775eb96e,2026-08-29 04:12:54.760354,Merchant_B,dLocal,wallet,CO,,approved,,57733.99,COP,False,,False,342,14.43
tx_fd4ed93773f2,2026-08-29 04:12:55.192354,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,114602.88,COP,False,,False,335,28.65
tx_cff8396781cd,2026-08-29 04:12:55.624354,Merchant_B,Stripe,card,MX,Citibanamex,approved,,1038.35,MXN,False,,False,372,57.11
tx_64e36681f688,2026-08-29 04:12:56.056354,Merchant_B,Stripe,wallet,MX,,approved,,906.5,MXN,False,,False,419,49.86
tx_2ebcd6f210f9,2026-08-29 04:12:56.488354,Merchant_B,Adyen,wallet,BR,,approved,,237.65,BRL,False,,False,604,47.53
tx_a73cd403b859,2026-08-29 04:12:56.920354,Merchant_C,Adyen,card,CO,Banco de Bogota,approved,,163796.71,COP,False,,False,282,40.95
tx_1e8966af67a5,2026-08-29 04:12:57.352354,Merchant_C,Adyen,cash_in_store,MX,,approved,,364.55,MXN,False,,False,403,20.05
tx_aa30ac8e50cd,2026-08-29 04:12:57.784354,Merchant_A,dLocal,PSE,CO,,approved,,104357.61,COP,False,,False,525,26.09
tx_54c9f053bccd,2026-08-29 04:12:58.216354,Merchant_A,Stripe,card,BR,Bradesco,approved,,355.72,BRL,False,,False,304,71.14
tx_f83335a0790e,2026-08-29 04:12:58.648354,Merchant_A,Adyen,wallet,MX,,approved,,476.6,MXN,False,,False,223,26.21
tx_d1e277ffc1bb,2026-08-29 04:12:59.080354,Merchant_A,Adyen,wallet,MX,,approved,,676.74,MXN,False,,False,437,37.22
tx_1232fabc245e,2026-08-29 04:12:59.512354,Merchant_A,dLocal,PIX,BR,,approved,,314.25,BRL,False,,False,290,62.85
tx_2600dbef09ee,2026-08-29 04:12:59.944354,Merchant_B,Adyen,wallet,CO,,approved,,132122.66,COP,False,,False,394,33.03
tx_401a814b7045,2026-08-29 04:13:00.376354,Merchant_A,Adyen,card,BR,Nubank,approved,,138.58,BRL,False,,False,373,27.72
tx_491e3e369966,2026-08-29 04:13:00.808354,Merchant_B,dLocal,cash_in_store,MX,,declined,INVALID_CARD,445.31,MXN,True,tx_7d7a89e137fd,False,446,24.49
tx_5baa1c45de5f,2026-08-29 04:13:01.240354,Merchant_A,Adyen,card,BR,Itau,approved,,97.12,BRL,False,,False,392,19.42
tx_d5eae9129e89,2026-08-29 04:13:01.672354,Merchant_C,dLocal,card,BR,Itau,approved,,369.73,BRL,False,,False,569,73.95
tx_652dff639d1c,2026-08-29 04:13:02.104354,Merchant_B,Stripe,card,MX,Banorte,approved,,1426.9,MXN,False,,False,206,78.48
tx_6474ec59d891,2026-08-29 04:13:02.536354,Merchant_B,Adyen,wallet,MX,,approved,,431.09,MXN,False,,False,406,23.71
tx_e1ae22a005a5,2026-08-29 04:13:02.968354,Merchant_B,Adyen,PSE,CO,,approved,,155965.02,COP,False,,False,406,38.99
tx_f10370cadb83,2026-08-29 04:13:03.400354,Merchant_A,dLocal,wallet,CO,,approved,,389691.2,COP,False,,False,508,97.42
tx_2d8509362eab,2026-08-29 04:13:03.832354,Merchant_A,dLocal,card,CO,Banco de Bogota,approved,,199489.59,COP,False,,False,554,49.87
tx_f87e02929fc7,2026-08-29 04:13:04.264354,Merchant_A,Stripe,card,MX,Santander,approved,,1225.7,MXN,False,,False,286,67.41
tx_697bba7d1425,2026-08-29 04:13:04.696354,Merchant_C,Stripe,wallet,CO,,declined,INVALID_CARD,173127.85,COP,False,,True,252,43.28
tx_b4a50539e5fd,2026-08-29 04:13:05.128354,Merchant_A,dLocal,wallet,CO,,declined,INSUFFICIENT_FUNDS,103422.7,COP,False,,False,381,25.86
tx_9df478dbe397,2026-08-29 04:13:05.560354,Merchant_B,Stripe,cash_in_store,MX,,approved,,940.94,MXN,False,,False,483,51.75
tx_7d1d4ac61a2b,2026-08-29 04:13:05.992354,Merchant_B,Adyen,wallet,BR,,approved,,28.0,BRL,False,,False,421,5.6
tx_c268cbdaf5d6,2026-08-29 04:13:06.424354,Merchant_A,Stripe,wallet,BR,,approved,,28.0,BRL,False,,False,274,5.6
tx_ad1b5f195950,2026-08-29 04:13:06.856354,Merchant_A,dLocal,card,BR,Nubank,approved,,454.23,BRL,False,,False,447,90.85
tx_f8ce24f70ed6,2026-08-29 04:13:07.288354,Merchant_C,dLocal,wallet,MX,,approved,,361.13,MXN,False,,False,354,19.86
tx_5bd3811bc546,2026-08-29 04:13:07.720354,Merchant_A,Adyen,PSE,CO,,approved,,167571.84,COP,False,,False,294,41.89
tx_8be1829436af,2026-08-29 04:13:08.152354,Merchant_A,Adyen,card,BR,Nubank,approved,,314.63,BRL,False,,False,364,62.93
tx_c7e13b99bac7,2026-08-29 04:13:08.584354,Merchant_B,Adyen,wallet,CO,,approved,,74387.98,COP,False,,False,552,18.6
tx_a0d697a401fc,2026-08-29 04:13:09.016354,Merchant_A,Adyen,wallet,MX,,approved,,1216.96,MXN,False,,False,177,66.93
tx_dae055e99fe9,2026-08-29 04:13:09.448354,Merchant_C,Adyen,PIX,BR,,approved,,309.83,BRL,False,,False,300,61.97
tx_349bca5ca447,2026-08-29 04:13:09.880354,Merchant_B,Stripe,wallet,MX,,approved,,1326.22,MXN,False,,False,250,72.94
tx_35f011ff48a6,2026-08-29 04:13:10.312354,Merchant_C,Adyen,wallet,BR,,approved,,261.64,BRL,False,,False,405,52.33
tx_aaad0c057dc6,2026-08-29 04:13:10.744354,Merchant_A,dLocal,wallet,MX,,approved,,1332.88,MXN,False,,False,295,73.31
tx_4edcc3596ef2,2026-08-29 04:13:11.176354,Merchant_B,dLocal,wallet,BR,,approved,,226.48,BRL,False,,False,383,45.3
tx_6590a3296752,2026-08-29 04:13:11.608354,Merchant_B,Stripe,wallet,MX,,approved,,573.34,MXN,False,,False,442,31.53
tx_819d7ab79c45,2026-08-29 04:13:12.040354,Merchant_B,Adyen,wallet,BR,,approved,,344.8,BRL,False,,False,246,68.96
tx_297aab4bf71a,2026-08-29 04:13:12.472354,Merchant_C,Adyen,PIX,BR,,approved,,426.86,BRL,False,,False,550,85.37
tx_a6a18b85cd88,2026-08-29 04:13:12.904354,Merchant_A,Stripe,wallet,CO,,approved,,192272.57,COP,False,,False,196,48.07
tx_4c474d042bc7,2026-08-29 04:13:13.336354,Merchant_C,Stripe,card,BR,Bradesco,approved,,202.52,BRL,False,,False,405,40.5
tx_91b2e8265e60,2026-08-29 04:13:13.768354,Merchant_C,dLocal,PIX,BR,,declined,DO_NOT_HONOR,166.77,BRL,False,,False,493,33.35
tx_ff411354b0ee,2026-08-29 04:13:14.200354,Merchant_A,Adyen,card,CO,Banco de Bogota,approved,,174224.38,COP,False,,False,276,43.56
tx_f2d7822dc89f,2026-08-29 04:13:14.632354,Merchant_C,Adyen,cash_in_store,MX,,declined,INVALID_CARD,870.24,MXN,False,,True,68,47.86
tx_721781b10626,2026-08-29 04:13:15.064354,Merchant_C,Adyen,wallet,MX,,approved,,387.81,MXN,False,,False,337,21.33
tx_f251e9771d9e,2026-08-29 04:13:15.496354,Merchant_B,Adyen,card,MX,BBVA,approved,,276.11,MXN,False,,False,506,15.19
tx_d126ef62910e,2026-08-29 04:13:15.928354,Merchant_C,Stripe,wallet,CO,,approved,,173127.85,COP,True,tx_697bba7d1425,True,202,43.28
tx_4a111a65b834,2026-08-29 04:13:16.360354,Merchant_A,Stripe,card,CO,Banco de Bogota,approved,,89196.89,COP,False,,False,319,22.3
tx_d6f04892439a,2026-08-29 04:13:16.792354,Merchant_A,dLocal,PIX,BR,,approved,,510.6,BRL,False,,False,267,102.12
tx_e3d8fbec0112,2026-08-29 04:13:17.224354,Merchant_B,Adyen,wallet,BR,,approved,,466.11,BRL,False,,False,360,93.22
tx_f1977d4d853b,2026-08-29 04:13:17.656354,Merchant_A,Stripe,wallet,BR,,approved,,122.96,BRL,False,,False,344,24.59
tx_8e72ec547f46,2026-08-29 04:13:18.088354,Merchant_A,Stripe,cash_in_store,MX,,approved,,999.53,MXN,False,,False,264,54.97
tx_4cf440ba4efd,2026-08-29 04:13:18.520354,Merchant_C,dLocal,PIX,BR,,declined,SUSPECTED_FRAUD,166.77,BRL,True,tx_91b2e8265e60,False,448,33.35
tx_4b2461d7c87e,2026-08-29 04:13:18.952354,Merchant_C,dLocal,cash_in_store,MX,,approved,,870.24,MXN,True,tx_f2d7822dc89f,True,393,47.86
tx_b304626f4cd5,2026-08-29 04:13:19.384354,Merchant_C,Stripe,wallet,MX,,approved,,956.76,MXN,False,,False,359,52.62
tx_91e9ffe4a873,2026-08-29 04:13:19.816354,Merchant_A,Adyen,card,BR,Bradesco,approved,,533.76,BRL,False,,False,248,106.75
tx_fe7b7a3b1a77,2026-08-29 04:13:20.248354,Merchant_A,Stripe,card,MX,Banorte,approved,,1966.52,MXN,False,,False,163,108.16
tx_e8784b5fa9ef,2026-08-29 04:13:20.680354,Merchant_B,Stripe,PSE,CO,,approved,,109375.04,COP,False,,False,354,27.34
tx_fb4b9c8cd216,2026-08-29 04:13:21.112354,Merchant_C,dLocal,PSE,CO,,approved,,139669.43,COP,False,,False,365,34.92
tx_8d291516ee59,2026-08-29 04:13:21.544354,Merchant_C,Adyen,wallet,CO,,approved,,105431.44,COP,False,,False,315,26.36
tx_8421b77f7270,2026-08-29 04:13:21.976354,Merchant_A,dLocal,wallet,CO,,declined,INSUFFICIENT_FUNDS,103422.7,COP,True,tx_b4a50539e5fd,False,369,25.86
tx_68664c34fb7c,2026-08-29 04:13:22.408354,Merchant_B,dLocal,cash_in_store,MX,,approved,,1324.8,MXN,False,,False,482,72.86
tx_f39b14c82672,2026-08-29 04:13:22.840354,Merchant_A,dLocal,PSE,CO,,approved,,71496.33,COP,False,,False,547,17.87
tx_8c34033ffe41,2026-08-29 04:13:23.272354,Merchant_A,Adyen,PSE,CO,,approved,,141510.97,COP,False,,False,433,35.38
tx_7f41156d3624,2026-08-29 04:13:23.704354,Merchant_C,Stripe,card,CO,Davivienda,approved,,164074.02,COP,False,,False,247,41.02
tx_3411ac816056,2026-08-29 04:13:24.136354,Merchant_B,dLocal,PSE,CO,,approved,,80787.33,COP,False,,False,529,20.2
tx_1379cfef5696,2026-08-29 04:13:24.568354,Merchant_A,Adyen,card,BR,Nubank,approved,,377.66,BRL,False,,False,358,75.53
tx_7de454665552,2026-08-29 04:13:25.000354,Merchant_B,dLocal,card,MX,Citibanamex,approved,,958.66,MXN,False,,False,593,52.73
tx_0d82847b49e7,2026-08-29 04:13:25.432354,Merchant_C,Adyen,cash_in_store,MX,,approved,,604.21,MXN,False,,False,409,33.23
tx_a6db428a2f8a,2026-08-29 04:13:25.864354,Merchant_B,Stripe,card,BR,Nubank,approved,,247.65,BRL,False,,False,293,49.53
tx_173046a71805,2026-08-29 04:13:26.296354,Merchant_B,dLocal,PSE,CO,,approved,,196914.38,COP,False,,False,539,49.23
tx_ec988f4dfebf,2026-08-29 04:13:26.728354,Merchant_C,Stripe,wallet,BR,,approved,,410.16,BRL,False,,False,407,82.03
tx_81b6d2e6634c,2026-08-29 04:13:27.160354,Merchant_A,dLocal,PIX,BR,,approved,,283.36,BRL,False,,False,521,56.67
tx_ae53ee8fe3c1,2026-08-29 04:13:27.592354,Merchant_B,Stripe,cash_in_store,MX,,approved,,744.87,MXN,False,,False,334,40.97
tx_446cb50717bf,2026-08-29 04:13:28.024354,Merchant_C,Adyen,wallet,CO,,approved,,110889.99,COP,False,,False,368,27.72
tx_33ef3fd14afd,2026-08-29 04:13:28.456354,Merchant_B,Adyen,card,CO,Davivienda,approved,,161660.99,COP,False,,False,286,40.42
tx_a4a508a95635,2026-08-29 04:13:28.888354,Merchant_A,dLocal,wallet,CO,,approved,,266467.11,COP,False,,False,319,66.62
tx_1ad2ea69f580,2026-08-29 04:13:29.320354,Merchant_A,Adyen,wallet,MX,,approved,,292.91,MXN,False,,False,464,16.11
tx_5aec9adcbf09,2026-08-29 04:13:29.752354,Merchant_B,Stripe,PIX,BR,,approved,,406.67,BRL,False,,False,356,81.33
tx_5124f20722de,2026-08-29 04:13:30.184354,Merchant_C,dLocal,PIX,BR,,approved,,380.54,BRL,False,,False,438,76.11
tx_c2486b0cc46a,2026-08-29 04:13:30.616354,Merchant_C,Adyen,PSE,CO,,approved,,57192.19,COP,False,,False,366,14.3
tx_af7e03513754,2026-08-29 04:13:31.048354,Merchant_B,Adyen,PIX,BR,,approved,,171.65,BRL,False,,False,447,34.33
tx_98810bcba2df,2026-08-29 04:13:31.480354,Merchant_A,dLocal,PIX,BR,,approved,,256.47,BRL,False,,False,340,51.29
tx_c8cefc1f3f54,2026-08-29 04:13:31.912354,Merchant_A,Adyen,wallet,CO,,approved,,97502.99,COP,False,,False,397,24.38
tx_723ee0d89037,2026-08-29 04:13:32.344354,Merchant_B,dLocal,wallet,CO,,declined,INVALID_CARD,80539.28,COP,False,,True,341,20.13
tx_fb5b5a2adf05,2026-08-29 04:13:32.776354,Merchant_C,dLocal,wallet,MX,,approved,,1021.84,MXN,False,,False,469,56.2
tx_916a9390383f,2026-08-29 04:13:33.208354,Merchant_A,dLocal,PSE,CO,,approved,,84513.98,COP,False,,False,383,21.13
tx_0fd5cee5a78e,2026-08-29 04:13:33.640354,Merchant_A,Stripe,PIX,BR,,approved,,317.13,BRL,False,,False,201,63.43
tx_bc12f9368f0c,2026-08-29 04:13:34.072354,Merchant_C,Adyen,wallet,BR,,approved,,54.81,BRL,False,,False,295,10.96
tx_4af8dc6b1fe6,2026-08-29 04:13:34.504354,Merchant_C,Adyen,PIX,BR,,approved,,245.85,BRL,False,,False,387,49.17
tx_400c788bf293,2026-08-29 04:13:34.936354,Merchant_C,Stripe,wallet,CO,,approved,,223274.94,COP,False,,False,374,55.82
tx_8d1f3d8e48fb,2026-08-29 04:13:35.368354,Merchant_A,dLocal,card,CO,Davivienda,declined,INSUFFICIENT_FUNDS,108804.3,COP,False,,True,437,27.2
tx_415ee1b9a072,2026-08-29 04:13:35.800354,Merchant_B,Stripe,card,BR,Nubank,approved,,119.6,BRL,False,,False,308,23.92
tx_1e12d89191d7,2026-08-29 04:13:36.232354,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,99793.9,COP,False,,False,334,24.95
tx_e776317fcd5f,2026-08-29 04:13:36.664354,Merchant_A,Stripe,card,MX,Citibanamex,approved,,486.38,MXN,False,,False,348,26.75
tx_58cf08f95ff9,2026-08-29 04:13:37.096354,Merchant_A,Stripe,PIX,BR,,approved,,525.24,BRL,False,,False,301,105.05
tx_7ad7bc1f6ea9,2026-08-29 04:13:37.528354,Merchant_A,Adyen,PIX,BR,,approved,,344.27,BRL,False,,False,422,68.85
